ID,Name,Disciplines,Abstract,Keywords
a2880b5c-b978-4210-b93c-47d41df09708,Lifetime endurance exercise to prevent coronary artery disease A comparison with late onset endurance training and a sedentary lifestyle ,"['030105', '030605']", p The aim of this project is to validate lifetime endurance exercise as a way of coronary prevention and thus provide a scientific basis for the implementation of endurance exercise programs in Flanders We want to identify risk factors that are associated with the occurrence of side effects of endurance exercise namely the occurrence of atrial fibrillation and manifest myocardial fibrosis Through a better understanding of the dose response relationship between effort and health this project can lead to an improvement in preventive and therapeutic measures at pre qualified athletes p ,"['endurance exercise', 'coronary artery disease', 'sedentary lifestyle']"
9074c36b-cbe6-481b-9974-672fc032e1ba,Preclinical development of an innovative immune therapy based on CD56 43 dendritic cells and interleukin 15 recruitment of the innate immune system in the fight against cancer ,"['010611', '030113', '030114', '030116', '030213', '030214', '030216', '030613', '030614', '030616']",This project represents a research agreement between the UA and on the onther hand IWT UA provides IWT research results mentioned in the title of the project under the conditions as stipulated in this contract ,"['NATURAL KILLER CELLS', 'GAMMADELTA T CELLS', 'DENDRITIC CELLS', 'INTERLEUKINE']"
03aacfee-505f-4743-9d25-b683cd5101a5,Developing a go to market strategy for online marketing,['050207'], p The objective is to acquire knowledge about the potential market for the in vitro and in vivo tools and models of the aquaculture consortium through a digital approach and according to the principles of the lean startup customer development and service design If successful this can lead to the independence of a part of these services p p br p ,['online retailing']
e7558a28-a4a3-477c-b3ae-980b27715f5b,Bioinformatics for a high throughput deep mutational scanning protein protein interaction assay turning a prototype into a precision medicine toolbox,"['01060308', '01060303', '01060311']", p This proposal contributes to the development of a high throughput method to characterize the impact of nearly every mutation on specific protein protein interactions After bioinformatics driven experimental optimization this method will be applied to tumor driver protein interactions TP53 PTEN PIK3R1 and results compared to large scale tumor mutation and gene expression data This will allow to demonstrate the major relevance for personalized medicine p ,"['Protein protein interactions', 'precision medicine', 'deep mutational scanning', 'high throughput screening', 'omics and bioinformatics']"
c884ac19-3413-4dd3-8377-69d4cc4cddc9,Development of a reversible immobilised cell reactor for the valorisation of dilute phenol waste streams to microbial oil ,"['02040401', '02040403', '02040601', '02070203', '02070204']",Diluted phenol rich streams occur regularly in lignocellulose based biorefineries Today phenols are often regarded as waste Some microorganisms can convert phenols into valuable intracellular components by fermentation This makes the troublesome waste stream a raw material and an economic opportunity To efficiently concentrate these dilute phenolic streams by conversion to intracellular components it is necessary to speed up the process In practice this often happens by increasing the amount of microorganisms the biocatalyst and consequently creating high cell concentrations There is no efficient economic process for integrated fermentation and recovery of intracellular products Our hypothesis is that the design of a new reactor type namely a reversible immobilized cell reactor RIR offers a possible solution In this reactor successively adhesion of the cells on a suitable support fermentation and finally desorption to recover the intracellular components occurs As a case study the production of microbial oil is investigated starting from the phenolic hydrolysate obtained during the thermochemical treatment of lignocellulose The aim of this project is to design an economically feasible process for valorising this phenolic flow The new process will contribute to obtaining a biomass based circular economy ,['LIPIDS']
0689234c-eeda-4d27-b13b-98c73652f973,Targeting epithelial receptors to switch the cross talk between enterocytes and antigen presenting cells from tolerance to immunity ,"['030214', '030614', '030114']", p The intestinal immune system responds to soluble antigens with tolerance although some antigens can induce protective immunity Key to the oral immunogenicity of these rare antigens is receptor mediated transcytosis We intend to elucidate the function of the transcytosis process in the induction of intestinal immunity and how this process can be modulated to improve mucosal vaccines targeted to transcytotic receptors p ,"['antigen presenting cells', 'gastro intestinal immunology', 'mucosal vaccines', 'enterocytes', 'antigen targeting']"
f5eff7ac-9452-459c-b840-77bb1a54d38b,The Sense of Community Building An educational research excercise of Brussels 39 Zinneke Parade,['050302'], p In this doctoral research we ask ourselves whether a pedagogy engaging in the theory and practice of community building still makes sense today We wonder what the sense and meaning of community building could be Or put differently how community building could still make sense in the current conditions of diversity and urbanity We undertake this research guided by the case of the Brussels s Zinneke Parade The Zinneke Parade is not a one day event It is an intensive collaboration in which heterogeneously composed groups work together during months in order to build an artistic parade in Brussels p p In this research we argue that a normative approach to community building has come to an end in the current conditions of diversity and urbanity Diversity and urbanity entail a situation in which it is no longer clear how we can educate people for life in the community There are no longer shared norms and values that serve as a basis for life in the community Starting point for this research is a rethinking of the ideal of community We understand community as our being with others that makes us who we are but that at the same time cannot be defined and realized as project or work We found inspiration in Jean Luc Nancy s rethinking of our being in community as an inessential togetherness or as an inoperative community p p The rethinking of community as a shared and at the same time divided existence has an important influence on our way of understanding and doing community building research We can no longer research community building practices as something that may or may not be successful in realising a predetermined ideal form of community We do not longer assume to know in advance what the ideal community would be We understand that researching community building can be a way to trace how living together in diversity takes form in practice Community building research is seen as a confrontation with practices by which the researcher is challenged to witness new forms of community and to find words to express these new forms of community p p In this research we focus on two practices of the Brussels Zinneke Parade the workshops and the parade People with very different backgrounds collaborate in the Zinneke Parade in order to build an artistic parade in the centre of Brussels We observed numerous workshops in which people are engaged with constructing and designing the parade and we made video recordings of the parade These registrations help us to trace and express new forms of community The workshop is presented in our research as the space where relations are determined by the process of giving form to the parade The workshops show how giving form to costumes wagons choreography s and so on also gives form to the way of being together The parade in the Brussels city centre shows a new form of parading Togetherness in the parade is presented as an urban way of being together that differs from traditional identity parades carnival parades or commercial parades p p Our search for the sense of community building today leads to the conclusion that community building practices have everything to do with the sense of our existence in the conditions of diversity and urbanity We propose to understand the pedagogy of community building as pedagogy of exposure to the sense of existence with others We call community building practices pedagogical practices when they expose us to our mere existence with others and with the world which makes sense of itself and exceeds any rational plan or foundation On the basis of our research into the Zinneke Parade we suggest that community building practitioners can make three interventions in order to expose us to our existence with each other and with the world as an existence that exceeds any plan our foundation We name those three interventions bringing people into a m l e making the world available and inciting gestures p ,"['Zinneke Parade', 'Brussels', 'Community Building']"
9dc02ac5-dd8b-436e-aa2e-ef834f629f61,The cell biology of programmed cell death in Arabidopsis thaliana,"['010606', '010610']", p Programmed Cell Death PCD is a cellular event leading to the ordered autonomous suicide of a cell We are investigating the cellular processes that are controlling the precise activation and execution of PCD during plant development For this we are using different cellular PCD model systems in Arabidopsis including aleurone papilla and lateral root cap cells br br br br p ,"['cell death', 'arabidopsis', 'cell biology']"
7bd90aa6-cf5c-4b27-b03e-f150226da508,Evaluation of halogenated imines and electrophilic allyl halides in the asymmetric synthesis of new conformationally constrained beta amino acids,"['040102', '010405', '010499']", p In view of the success of halogenated imines and electrophilic allyl halides as building blocks in synthetic organic chemistry these compounds are promising substrates for the chiral synthesis of heterocyclic and carbocyclic beta amino acids In this project the asymmetric synthesis of new conformationally constrained beta amino acid derivatives and analogues is developed based on Michael and Mannich additions and reactions of 1 azaallylic anions p ,"['beta amino acids', 'azaheterocyclic compounds', 'asymmetric synthesis', 'cycloalkanes']"
8ffdc954-f447-441f-bfed-4e9cee16055f,IUS PHASE I jaar 1 partnerprogramma 2013 2018 for Intitutional University cooperation between Universidad de Oriente Sede Mella Cuba,"['0202', '0101', '0206']",Universidad de Oriente is one of the longest established and most complete universities in Cuba It is located in the city of Santiago de Cuba the country 39 s second city in the Eastern region br br br br The IUC programme addresses themes of national and regional significance and focuses on research innovation education and extension of the cooperation results from the university to all the eastern of Cuba focusing on achieving better indicators related to sustainable development and academic performance br br br br The focal areas of this programme and the specific projects are really coherent with the national priorities of Cuba and those of VLIR UOS country strategies food security agricultural sector development environment and climate change health and education support development of new source of energy and fuels science and technology improvement and also support institutional strengthening ICT and infrastructure academic English basic and natural sciences strengthening ,"['Low Power Cmos', 'Digital Image Processing', 'Numerical Linear Algebra', 'Embedded System Design', 'Image Reconstruction', 'Displays', 'Audio Processing', 'Light Detectors', 'Micro Electronics Technology', 'Sige Bicmos Design', 'Satellite Image Analysis', 'Telemedicine', 'Medical Image Analysis', 'Inverse Problems', 'Video Compression', 'JPEGx', 'Neural Networks', 'Mine Detection', 'Vision', 'Digital Signal Processing', 'Electronic System Design', 'Machine Vision', 'Micro Electronics', 'Cmos Design', 'Chip Interconnects Inter Intra ', 'Humanitarian Demining', 'Speech Processing', 'Mpegx', 'Light Emitters', 'Pattern Recognition', 'Mm Wave Technology', 'Robot Vision', 'Impedance Tomography', 'Image Compression', 'Light Modulators', 'Computer Aided Electronic Design', 'Medical Image Visualization', 'Motion Estimation And Tracking', 'Opto Electronics', 'Multispectral Image Analysis', 'Electronics', 'Computer Vision', 'Image Processing', 'Industrial Visual Inspection', 'Image Analysis']"
ffc568a2-7856-478e-9f6a-7cb6d6d21fe8,The cartography of the middle field,"['060203', '060201']", p Not Available p ,['cartography']
47a56552-ff00-4557-848a-43ea3a36ec32,Questions of life and death An inquiry into the reception of Aristotle 39 s De longitudine et brevitate vitae and De iuventute et senectute De vita et morte De respiratione in the Middle Ages,['060301'], p This project focuses on the twelfth century Latin translations made by James of Venice of Aristotle s treatises On Length and Shortness of Life and On Youth Old Age Life and Death and Respiration and on the manuscripts that contain these translations These manuscripts will be studied from a twofold angle aiming at full disclosure of their relevance for the study of medieval Aristotelian natural philosophy First the project aims at editing and analysing James s translation From a philological point of view this includes an analysis of the genesis of the translation a mapping of the different forms in which it circulated and a study of the Greek source s that are at its basis From a doctrinal point of view we will examine which semantic shifts took place in the process of translating and disseminating the translation Secondly the project studies the reception of Aristotle 39 s natural philosophy in the Medieval West by studying not only as is often done commentaries on Aristotle 39 s works or treatises in which Aristotle 39 s works are used but also by focusing on the interlinear and marginal glosses found in the manuscripts of the translation By this combination of historic philosophical philological and codicological research we will offer an innovative view on the appropriation of Aristotelian natural philosophy in the Middle Ages p ,"['vita et morte', 'respiratione in the Middle Ages', 'iuventute et senectute', 'longitudine et brevitate vitae', 'Aristotle', 'death', 'life']"
85aececf-5371-48f2-916a-84c87a174afc,ihkv ERA NET FLAG ERA II JTC 2017 MAC Brain Developing a Multi scale account of Attentional Control as the constraining interface between vision and action A cross species investigation of relevant circuits in the human and macaque brain FLAG ERA ,"['030231', '030499', '050104', '030131', '030403', '050199', '030631']", p MAC Brain Developing a Multi scale account of Attentional Control as the constraining interface between vision and action A cross species investigation of relevant neural circuits in the human and macaque Brain FLAG ERA p p Scientific objectives p p Attention is the key mechanism that enables us to navigate an overwhelming sensory environment by allowing us to select the most relevant information for further scrutiny By selecting the most behaviorally relevant information attention acts as the interface between perception and action p p Importantly a host of different attentional control and priority signals have been described that guide this process Yet at present research is fragmented across different levels of description different methodological approaches and investigated species and in the sense that different attentional control and priority signals are usually investigated in isolation The overarching scientific objective of this project is to transcend those issues by using highly standardized research protocols across species and methodologies and by systematically investigating the unique and combined influence of different attentional control and priority signals related to task instructions task relevance probability validity perceptual salience and reward In addition we will dissociate processes related to target selection and distractor filtering Together this will provide comprehensive and reliable results concerning the question whether and to what degree such signals operate independently vs synergistically and will enable an integration across different levels of scientific description p p By its nature the present project draws a significant part of its strength and underlying objectives from the collaboration of the different partner units Yet also the individual contributions will be of significant interest by themselves The partner at UGent will contribute to the overall development of the task protocols and then implement them in a human electroencephalography EEG context p p EEG has the significant advantage of excellent temporal resolution thereby dissociating different processes in time e g if different control signals arise sequentially at the same time through its macroscopic whole brain scope it also allows to investigate the progression from sensory to motoric levels EEG is therefore perfectly positioned to investigate sensorimotor integration as well as to dissociate target selection and distractor filtering As such the results obtained at UGent will make key contributions to the overall scientific objectives of obtaining a more integrated understanding of attentional control as well as provide key advancements to the field of human attentional control as studied with EEG p ,"['macaque brain', 'relevant circuits']"
ad5cccd4-b283-4b23-b7c3-09a2dba6de62,A transportation justice perspective on accessibility poverty in the urban periphery ,['020111'],This project aims at a better understanding of accessibility poverty in the urban periphery in order to refine and redirect justice inspired theories of transportation planning In line with the literature on transportation and social exclusion transportation justice theory sees transportation poverty and a lack of accessibility as the main problems to be addressed by transportation policy since people need a sufficient level of accessibility to participate in society In this project three urban peripheral cases will be analyzed to complement the literature with an internationally diverse view on insufficient accessibility and related concepts Or in other words these cases will improve the knowledge to deal with what can be considered the central question in justice inspired transportation planning how much accessibility do we owe each other After an assessment of the main theory of transportation justice three issues were identified that deserve further attention paternalism production and individual rights and the research project is organized on the basis of these three issues and three selected cases ,"['TRANSPORTATION', 'ACCESSIBILITY']"
51af27ef-938e-4e93-8ef5-bba4df56752f,Reuse and optimization of heat and wind induced low pressure ventilation systems,"['0203', '0201', '0205']",In the 19th century special techniques such as heating and ventilation systems find their way into the world of construction br In public buildings an ingenious ventilation system was implemented based on low pressure differences to induce air flows In winter time the natural temperature difference between the interior and exterior air was sufficient to supply fresh air and to extract the used air from the rooms but in summer time this was not the case Furnaces were introduced into the pipe system to induce an adequate draught in the air channels br br Nowadays a renewed interest in ventilation new regulation on ventilation EPB can be noticed As the energy aide for mechanical ventilation constitutes a large share in the energy balance of a building alternative ventilation systems driven by renewable energy sources are developed An analogy can be seen between the 19th century low pressure channel systems and the heat and wind induced low pressure ventilation in development such as the solar chimney br br The improved numeric simulation of airflows CFD and dynamic energy balances make an accurate dimensioning and recalculation possible of the empirically investigated 19th century system This simulation allows us to evaluate the efficiency of this system and to control discomforts as draught and counter flow in order to develop a hybrid system by adding low energy aids to steer the low pressure ventilation systems br br The goals of this research are multiple br br understanding of forgotten techniques of the design of ventilation systems of the 19th century br solving the discomforts of the early low pressure ventilation systems with low energy heat and wind steering through design and modeling of the low pressure channels br optimization of the developed air fluid heat transfer systems to induce a maximal heat regain of the ventilation air br research and optimization of the position and shape of these wind and heat induced roof extraction systems br br Research funded by IWT,"['Renovation', 'Engineering', 'Design methods', 'heating and ventilation', 'Building technology', 'Architecture', 'low pressure', 'wind tower', 'wind induced ventilation']"
34d30698-392f-4541-9a93-fa9fa0ed1f6e,Numerical studies on the effects of Ultrasonic Nano crystallineSurface Modification Technique on fretting wear and fretting fatigueof aerospace materials,"['030203', '030103', '030603']", p In this proposal we propose to perform numerical studies on a newly developed surface br modification technique called Ultrasonic Nano crystalline Surface Modification UNSM to enhance the fretting wear and fretting fatigue of aerospace materials The main aim of this proposal is to bring the applicantU 43 2019s expertise of UNSM to Labo Soete UGent and to collaborate in developing numerical technique using Finite Element Analysis FEA Finite Element FE models will be built for fretting wear and for fretting fatigue taking into account the effects of UNSM technique such as nano grains compressive residual stress surface roughness mechanical properties mechanistic and fretting parameters which are important factors in enhancing the fretting wear and fretting fatigue of aerospace materials The fretting wear and fretting fatigue of nickel based br superalloy Inconel 718 and Ti 6Al 4V alloys which are widely used in the aerospace industry will be investigated numerically The significant beneficial effects of UNSM technique on the improvement in fretting wear and fretting fatigue that could be applied for a wide range of those materials have already been validated experimentally Quantitative numerical studies results will be compared with those experimental results It is highly expected that the amalgamation of the experimental and numerical studies will give an insight into the research which contributes to the further improvement in fretting wear and fretting fatigue p ,['modification']
2d346044-121b-49aa-a76b-a78065216f3f,Differential BMP signaling in endothelial cell 39 fate 39 decision making processes,"['010607', '010611', '030121', '030621']", p Endothelial cells EC cover the inner lining of the blood vessel system The ECs show important morphological functional and molecular differences heterogeneity among arteries veins and lymphatic vessels among capillaries of different organs or between tip stalk and phalanx cells This heterogeneity can contribute to vessel type restricted disorders and may explain the side effects and limited success of broad spectrum anti angiogenic therapies Cell competence and fate decisions in vascular biology and disease are often co governed by BMP signaling Yet it is not fully understood how extrinsic BMPs precisely link to the core circuitries of transcription factors in various EC types and how this impacts on EC heterogeneity We will interrogate how BMP signaling steers decision making in selected vascular beds and how this affects their immediate environment using different mouse disease models With BMP signaling gaining significant importance as therapeutic target we aim to contribute in unraveling mechanisms of EC heterogeneity allowing the design of tailor made vessel therapies p ,"['Circulatory system', 'BMP', 'Fate decision', 'Disease models', 'Vascular diseasel', 'Endothelial cell heterogeneity']"
bb541edb-b543-490e-9d5d-b2dc0fb10e65,Bioinformatics from nucleotids to networks N2N ,"['030303', '010207', '030102', '030301', '030202', '010603', '030602', '020803']", p The platform From Nucleotides to Networks N2N aims at setting up pipelines for the processing of the increasing flow of molecular data and the development of techniques for the integration of this data into further bio informatics research p ,"['bio informatics', 'networks']"
e0373372-95f9-49d9-ac00-965c132f68d1,Complex and remainder Tauberian theory,['010102'], p The first goal is to make a comprehensive study of boundary singularities and their effect in major complex Tauberian theorems for Laplace transforms The second goal is to obtain rapid remainders in such theorems The third goal is to develop a general theory for remainders in Wiener type theorems via a Fourier multiplier approach p ,"['Tauberian theorems', 'Laplace transform']"
8a3563df-8a2c-4e5f-981e-09480adfcc81,The effects of Nasonia vitripennis venom pathways and expression profiles in the host Sarcophaga crassipalpis and the human celline HEK293,"['030117', '040201', '030617', '010608', '010601', '030122', '010602', '010606', '030217', '030222', '030622']", p The parasitoid wasp Nasonia vitripennis can infect a broad range of hosts flies and has a known venom composition This research will determine which pathways the venom can affect in both the host Sarcophaga crassipalpis and the human celline HEK293 and which venom compounds are responsible for these processes This will be investigated using microarrays FACS reporter arrays and QPCR p ,"['venom and pathways', 'parasito d wasps', 'Nasonia vitripennis']"
eaae9b27-cd1f-4329-a371-6380ae8d61f9,Microdomein interacties tussen de intracellulaire Ca kanalen IP3R and RyR na myocard infarct,"['030105', '030605']", p Dysregulation of Ca sup 2 43 sup regulatory mechanisms results in pathological changes in cardiac function precipitating arrhythmia and reduced contractility Central to the generation of Ca sup 2 43 sup signals in the heart is the ryanodine receptor RyR intracellular Ca sup 2 43 sup release channel Release of Ca sup 2 43 sup by this channel is modified during disease contributing to pathlogy Albeit at a lower abundance cardiac myocytes also express IP sub 3 sub regulated intracellular channels IP sub 3 sub Rs The expression of these channels is increased during disease and owing to the enhanced GCPR signalling also associated with pathology their contribution to cardiomyocyte Ca sup 2 43 sup regulation is increased In particular by modulating Ca sup 2 43 sup release via co localised RyRs IP sub 3 sub R signalling results in alterations in contractility and promotes arrhythmia Here we will investigate the crosstalk between these two Ca sup 2 43 sup release channels in cardiac myocytes By studying these interactions in a large mammal post myocardial infarction preclinical model of disease we will determine whether enhanced IP sub 3 sub R signalling is an adaptive repsonse of the cardiac myocyte to enhance RyR activity thereby mitigating against the disruption in RyR mediated Ca sup 2 43 sup signalling and it induction of contraction during disease p ,"['post myocardial infarction', 'intracellular Ca2 channels', 'RyR', 'IP3R', 'Microdomain signaling', 'remodelling']"
d74dd67d-98c3-495f-8386-eb12f0220c80,Metrics for urban planning and design,['02011107'],This research will conduct a literature study on metrics in urban planning and design The metrics include figures and norms on urban densities and housing densities urban green parking norms and urban amenities ,['URBAN PLANNING']
ca8e61b6-a7a5-4c66-8dc3-af69d0d390bc,Mesocosm study on the influence of climate change on the carbon and greenhouse gas balance of a fen ,"['010604', '010703', '010799']",Increasing temperature and water level drawdown are two important factors of global change Both factors are of high importance with regard to the carbon and greenhouse gas balance of peatlands This project is set up to determine how temperature and groundwater level influence these balances Furthermore we give special attention to the underlying processes of methane and nitrous oxide emissions and how these are influenced by temperature and groundwater level At the University of Antwerp an experimental platform was established at which nine greenhouses each contain four mesocosms filled with fen peat In these mesocosms the groundwater level is regulated From April till November the groundwater level is set at 5 10 17 or 24 cm below the surface During the other six months of the year water levels are raised with 10 cm except the highest level which is only raised with 5 cm In each greenhouse temperature is regulated Three greenhouses remain unheated whereas the others are either heated by 3 C or by 6 C At regular time intervals we measure CO2 CH4 and N2O emissions with a dynamic closed chamber Furthermore we determine all components of the carbon balance DOC POC VOC and DIC some components of the nitrogen balance NO3 NH4 43 DON and DIN and several important parameters such as O2 concentration temperature and soil water content In addition we also determine concentrations of CO2 CH4 and N2O at different depths in the soil in order to obtain more information about underlying processes Besides this mesocosm experiment some small experiments are performed in which the underlying processes of production and oxidation of CH4 and the formation of N2O are studied in more detail and in which some experimental procedures are tested Furthermore we also determine the fractionation factors for 13C of the two main pathways for CH4 production and of the oxidation of CH4 ,"['ECOLOGY', 'CARBON BALANCE', 'CLIMATE CHANGING']"
11677a89-7f16-466c-b721-1eb49f9bd87c,Calculation or Donation Choosing Partners in the Formation of Coalitions at the Local Level,"['050299', '050604', '050699', '050607', '050606', '050601', '050603', '050608', '050602', '050605']", p This project scrutinizes the choice of partners to form a governmental coalition at the local level It combines a quantitative approach testing the validity of hypotheses of the rational school of coalition formation assuming the decisive importance of size and policy with a qualitative counterpart drawing on insights of the inductive school that refers to the importance of motivation history and institutions p ,"['local elections', 'local politics', 'coalition formation']"
af0c35f6-0b0f-4947-8fe9-6b2eeba8a7ef,Dissection of the molecular basis of bacterial type II secretion in pathogenic bacteria,"['030121', '010611', '030604', '010609', '030104', '010404', '030204', '030621', '010610', '030221', '010304']", p The process of bacterial secretion is integral to the life cycle of bacteria and the virulence of pathogenic bacteria Under the umbrella of this funding initiative we propose an interdisciplinary research program at the interface of biochemistry microbiology structural biology and biophysics to dissect the molecular basis of type II secretion in two most important opportunistic human pathogens Pseudomonas aeruginosa and Burkholderia cenocepacia p ,"['proteomics', 'bacterial pathogenesis', 'structural biology', 'bacterial secretion', 'mass spectrometry']"
de812cba-00fd-4a21-9947-582c6b93eaac,Forest Conversion Experiment Pijnven Bosland Setting up a large scaled tree diversity experiment part of the international FORBIO forest ecosystem research project,"['040107', '010610']", p This project aims at establishing a large scaled experiment that will allow to quantify the effect of tree species diversity on forest ecosystem functioning The experiment will be established on a 8 ha site situated in Hechtel Eksel in the state forest Pijnven In total 25 000 trees of five different species will be planted p ,"['functional biodiversity', 'forest ecosystems', 'Limburg']"
a34688a6-6b9d-40a4-b183-da6b5528c0d2,Strategic Research Programme Processing of large scale multi dimensional multi spectral multi sensorial and distributed data M D ,[],Focusses on i the data modeling ii the exploitation of sparsity iii the associated data analysis and fusion iv the sensor design Signal image and video processing compression data analysis end to end system design Cross disciplinary multi dimensional signal theory system theory amp design and physical engineering sciences,"['Low Power Cmos', 'Digital Image Processing', 'Numerical Linear Algebra', 'Embedded System Design', 'Image Reconstruction', 'Displays', 'Audio Processing', 'Light Detectors', 'Micro Electronics Technology', 'Sige Bicmos Design', 'Satellite Image Analysis', 'Telemedicine', 'Medical Image Analysis', 'Inverse Problems', 'Video Compression', 'JPEGx', 'Neural Networks', 'Mine Detection', 'Vision', 'Digital Signal Processing', 'Electronic System Design', 'Machine Vision', 'Micro Electronics', 'Cmos Design', 'Chip Interconnects Inter Intra ', 'Humanitarian Demining', 'Speech Processing', 'Mpegx', 'Light Emitters', 'Pattern Recognition', 'Mm Wave Technology', 'Robot Vision', 'Impedance Tomography', 'Image Compression', 'Light Modulators', 'Computer Aided Electronic Design', 'Medical Image Visualization', 'Motion Estimation And Tracking', 'Opto Electronics', 'Multispectral Image Analysis', 'Electronics', 'Computer Vision', 'Image Processing', 'Industrial Visual Inspection', 'Image Analysis']"
fafcf639-e96f-44d5-8899-ab2ba40b1fba,Design characterization and optimization of novel superconducting qubit circuits ,"['01031103', '02020401']", p Superconducting quantum bits are a very promising platform for the development of quantum computers During this research new types of scalable circuits and architectures will be explored and optimized on this platform to improve fidelity of the qubits and gate operations to reach large scale quantum computing and quantum supremacy p ,"['Superconductivity', 'Quantum Computing']"
3dbf4db0-fd93-4831-be2b-8b7d36c0aede,Europe and the call of Arab socialism European support networks for development and rights in the Arab socialist world 1950s 1980s ,['060104'],In the wake of postwar decolonization various forms of 34 Arab socialism 34 reached their zenith in the Arab world inspiring revolutions popular resistance and reforms of new regimes Though there now exists a broad understanding of Arab socialism 39 s impact on the Muslim societies involved and its role in international relations has become subject of new research its impact on non state relations between Western Europe and the Arab world is far less known Indeed narratives of conflicts between a 34 liberal 34 Europe and a 34 violent 34 Arab world have overshadowed Western European exchanges and fascination with Arab socialism Left wing solidarity with the Muslim world might be well known due to present day civil campaigns over causes such as Palestine and Syria This engagement however is part of an older and broader fascination that proceeded through a variety of transnational contacts linking the West with the Arab socialist world starting in the 1950s Nasser 39 s modernization of Egypt Socialist Algeria and Gaddafi 39 s Libya became models for non alignment socialist development and human rights in surprisingly wide circles among Western European NGOs intellectuals and solidarity movements The goal of this research project is to delve into the networks and ideas that connected social movements in Western Europe and the Arab world In this way it addresses critical issues in the history of transnational North South connections 34 socialist 34 globalization and human rights ,['SOCIALISM']
9f6e6835-5450-4464-a2e3-fdfeb1af00d5,The hepatic progenitor cell niche under experimental conditions and in human liver disease,"['030116', '030616', '030122', '030622']", p The hepatic progenitor cells HPCs are the stem cell like cells of the liver They are small situated in the canals of Hering and are characterized by a relative large oval nucleus and scanty cytoplasm HPCs express both markers of immature hepatocytes e g alpha fetoprotein and markers of cholangiocytes e g cytokeratin K7 and K19 and can differentiate into cholangiocytes or hepatocytes Nevertheless the mechanisms behind proliferation and differentiation of human HPCs are still poorly understood More knowledge is needed in order to identify the therapeutic potential of HPCs in chronic liver disease and liver cancer p p The aim of this project was to study the HPCs and their niche in human liver diseases with the focus on understanding the activation and differentiation of hepatic progenitor cells in human liver failure and their role in carcinogenesis p p The major part of this dissertation comprised the isolation of HPC enriched cell populations from adult human liver tissue using different isolation methods and the comparison of these populations on both protein and RNA level We collected fresh human liver tissue from alcoholic steatohepatitis ASH explant livers and isolated the HPC enriched populations via three different methods The Side Population SP method is based on the efflux capacities of the progenitor cells of the fluorescent DNA binding dye Hoechst 33342 The expression of EpCAM and TROP 2 two membrane markers were evaluated in the alcoholic liver samples and tested to be used to isolate HPCs Comparison of TROP 2 and EpCAM expression with that of K19 a known and validated HPC marker revealed a similar pattern and thus expression on the membranes of HPCs Via fluorescent activated cell sorting FACS method we isolated the SP EpCAM 43 and TROP 2 43 populations Marker analysis showed the enrichment of HPCs in the isolated populations and the relative absence of other cell types Comparing these HPC enriched populations with whole liver extracts and performing pathway analysis after high throughput RNA sequencing revealed the enrichment and activation of known HPC pathways mainly from animal models like Wnt beta catenin HGF FGF and TWEAK signalling Signals like TWEAK and FGF7 triggering these pathways in HPCs could be found in their close neighbourhood when we isolated HPCs with their niche via laser capture microdissection LMD Moreover analysing the different HPC enriched groups revealed potential new upstream regulators like the cytokines and growth factors TNF PDGFB VEGFA MIF and IGF 1 These factors have not been described yet to be linked with HPCs but have been found to be involved among others in maintaining stemness cell survival and self renewal of mesenchymal stem cells Further pathway analysis indicated the possible importance of the IL 17A signalling for HPCs and liver disease Together with the HPC expression of immune cell chemoattractant genes these data suggest that HPCs could actively contribute to the liver inflammation p p In another part of this dissertation we aimed to characterize the cancer stem cell CSC niche in different subtypes of hepatic carcinomas We isolated the SP of K19 negative K19 positive and mixed phenotypes of human hepatocellular carcinomas The size of the SP correlated with the degree of HPC features of the tumours and showed an elevated expression of HPC markers The detected elevated expression of the extracellular matrix marker em LAMC2 em coding for the laminin 2 chain could be linked with increased K19 expression elevated chemo resistance and reduced tumour growth This was demonstrated em in vitro em as well as em in vivo em p p Thus We provided the first RNA sequencing based comparative transcriptome analysis of isolated human HPCs from ASH patients and revealed active signalling between HPCs and their surrounding niche cells suggesting that HPCs could actively contribute to the liver inflammation Still em in vitro em em in vivo em functional assays are required to sustain this hypothesis We also identified a prominent role for laminin 332 as part of the specialized CSC niche in maintaining and supporting cell stemness which leads to chemoresistance and quiescence of liver tumours p ,"['Hepatic progenitor cells', 'Cell isolation', 'proteomics']"
611a7ab9-5c76-403b-b20f-8deeded36689,Trustworthy embedded networked systems ,"['010103', '010202', '010203', '010204', '010205', '010206', '010207', '010208', '010209', '010299']",Embedded networked systems are collections of devices containing a processor but not desktop computers interconnected via a network A whole range of devices fall into this category ranging from thermostats to car safety control chips from smart phones to credit cards Embedded networked systems form the backbone of our modern interconnected electronic society The problem is that embedded networked systems evolve without seriously considering the security implications of the technology Addressing security problems is difficult due to factors such as the heterogeneity of devices the rapid evolution of technologies due to high market demand and the decrease in size of such devices making it difficult to fit security countermeasures on them These problems are exacerbated by the high interconnectivity demands of the applications which means that devices are more readily accessible to malicious attackers who aim to disrupt them and steal or corrupt the sensitive information they deal with The planned research is twofold After surveying the known threats and vulnerabilities for ENSs strong formal foundations will be provided for approaches to addressing these problems Using these foundations the research will develop novel countermeasures to the threats and vulnerabilities using software and hardware based techniques in concert ,"['Security', 'Type system', 'Resource constraindness', 'Proof assistant', 'Embedded systems', 'Program analysis', 'Formal methods']"
